id_centro,id_comuna,nombre_centro,tipo_centro,afiliacion_centro
3359,83,Centro de Salud Familiar Dr. Benjamín Viel,CESFAM,Público
3360,101,Centro de Salud Familiar Dr. Iván Insunza,CESFAM,Público
3361,101,Centro de Salud Familiar Clotario Blest,CESFAM,Público
3362,101,Centro de Salud Familiar Dr. Carlos Godoy,CESFAM,Público
3363,83,Centro de Salud Familiar Ignacio Domeyko,CESFAM,Público
3364,101,Centro de Salud Familiar Presidenta Michelle Bachelet,CESFAM,Público
3365,101,Centro de Salud Familiar Dr. Luis Ferrada,CESFAM,Público
3366,101,Posta de Salud Rural Rinconada de Maipú,Posta,Público
3367,88,COSAM Estación Central,Otro,Público
3368,101,COSAM Maipú,Otro,Público
3369,84,COSAM Cerrillos,Otro,Público
3370,83,COSAM Santiago,Otro,Público
3371,101,Centro Comunitario de Salud Familiar Futramapu,Centro Comunitario,Público
3372,101,Centro Comunitario de Salud Familiar Europa,Centro Comunitario,Público
3373,88,Centro Comunitario de Salud Familiar Villa Francia,Centro Comunitario,Público
3374,101,Centro Comunitario de Salud Familiar El Abrazo,Centro Comunitario,Público
3375,101,Centro Comunitario de Salud Familiar Lo Errázuriz,Centro Comunitario,Público
3376,101,Centro Comunitario de Salud Familiar Bueras,Centro Comunitario,Público
3377,83,SAPU Consultorio Nº1,SAPU,Público
3378,101,SAPU Maipú,SAPU,Público
3379,84,SAPU Dr. Norman Voulliéme,SAPU,Público
3380,88,SAPU San José de Chuchunco,SAPU,Público
3381,101,SAPU Dra. Ana María Juricic,SAPU,Público
3382,105,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Oriente),Otro,Público
3383,105,PRAIS (S.S Metropolitano Oriente),Otro,Público
3384,105,Vacunatorio Internacional SEREMI de Salud Metropolitana,Vacunatorio,Público
3388,105,Instituto Nacional de Enfermedades Respiratorias y Cirugía Torácica,Otro,Público
3389,105,Instituto de Neurocirugía Dr. Alfonso Asenjo,Otro,Público
3390,104,Instituto Nacional de Rehabilitación Infantil Presidente Pedro Aguirre Cerda,Otro,Público
3391,105,Instituto Nacional Geriátrico Presidente Eduardo Frei Montalva,Otro,Público
3392,122,SAPU Buin,SAPU,Público
3393,115,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Sur Oriente),Otro,Público
3394,115,PRAIS (S.S Metropolitano Sur Oriente),Otro,Público
3395,115,Hospital de Campaña Rusia (Puente Alto),Hospital,Público
3397,117,Hospital San José de Maipo,Hospital,Público
3398,113,Hospital Padre Alberto Hurtado (San Ramón),Hospital,Público
3400,92,Hospital Clínico Metropolitano La Florida Dra. Eloisa Díaz Inzunza,Hospital,Público
3401,92,Centro de Referencia de Salud San Rafael,Otro,Público
3402,105,Centro Metropolitano de Sangre y Tejidos,Otro,Público
3403,115,Clínica Psiquiatrica Raquel Gaete,Clínica,Privado
3404,92,Clínica Salud Ltda.,Clínica,Privado
3405,115,Centro de Enfermedades Respiratorias Infantiles Josefina Martínez (D),Otro,Público
3406,92,Centro de Rehabilitación Capredena,Otro,Privado
3407,94,Clínica Santa Elena,Clínica,Privado
3408,92,Clínica Familia,Clínica,Privado
3409,115,Centro Vida Integra de Puente Alto,Otro,Privado
3410,92,Centro de Salud Mutual CChC La Florida,Mutual,Privado
3411,115,Centro Integramédica Tobalaba,Otro,Privado
3412,92,Centro Integramédica La Florida,Otro,Privado
3413,92,Clínica Vespucio,Clínica,Privado
3414,92,Centro Vida Integra de La Florida,Otro,Privado
3415,92,Clínica Astra La Florida,Clínica,Privado
3416,92,Centro Asistencial AChS La Florida,Otro,Privado
3417,115,Centro Asistencial AChS Puente Alto,Otro,Privado
3418,115,Clínica Astra Puente Alto,Clínica,Privado
3419,92,Centro Médico y Dental Megasalud La Florida,Centro Médico,Privado
3420,115,Centro Médico y Dental Megasalud Puente Alto,Centro Médico,Privado
3421,92,Laboratorio Vida Integra,Laboratorio,Privado
3422,115,Centro de Salud Mutual CChC Puente Alto,Mutual,Privado
3423,115,Laboratorio Medicina Nuclear Sur Ltda,Laboratorio,Privado
3424,115,Integramédica Puente Alto,Otro,Privado
3425,115,Centro de Salud Familiar Dr. Alejandro del Río,CESFAM,Público
3426,92,Centro de Salud Familiar Los Castaños,CESFAM,Público
3427,92,Centro de Salud Familiar Bellavista,CESFAM,Público
3428,92,Centro de Salud Familiar Villa O'Higgins,CESFAM,Público
3429,92,Centro de Salud Familiar Los Quillayes,CESFAM,Público
3430,93,Centro de Salud Familiar La Granja,CESFAM,Público
3431,113,Centro de Salud Familiar La Bandera,CESFAM,Público
3432,94,Centro de Salud Familiar San Rafael,CESFAM,Público
3433,94,Centro de Salud Familiar Pablo de Rokha,CESFAM,Público
3434,116,Centro de Salud Familiar Dr. José Manuel Balmaceda,CESFAM,Público
3435,94,Centro de Salud Familiar Santiago de Nueva Extremadura,CESFAM,Público
3436,115,Centro de Salud Familiar San Gerónimo,CESFAM,Público
3437,115,Centro de Salud Familiar Vista Hermosa,CESFAM,Público
3438,113,Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón),CESFAM,Público
3439,93,Centro de Salud Familiar Malaquías Concha,CESFAM,Público
3440,92,Centro de Salud Familiar Dr. Fernando Maffioletti,CESFAM,Público
3441,94,Centro de Salud Familiar Santo Tomás,CESFAM,Público
3442,94,Centro de Salud Familiar Flor Fernández,CESFAM,Público
3443,94,Centro de Salud Familiar El Roble,CESFAM,Público
3444,115,Centro de Salud Familiar Bernardo Leighton,CESFAM,Público
3445,115,Centro de Salud Familiar Cardenal Silva Henríquez,CESFAM,Público
3446,115,Centro de Salud Familiar Padre Manuel Villaseca,CESFAM,Público
3447,115,Centro de Salud Familiar Madre Teresa de Calcuta (Organizaciones sin fines de lucro y ONG),CESFAM,Público
3448,92,Centro de Salud Familiar Santa Amalia,CESFAM,Público
3449,93,Centro de Salud Familiar Granja Sur,CESFAM,Público
3450,115,Centro de Salud Familiar Karol Wojtyla,CESFAM,Público
3451,94,Centro de Salud Familiar Juan Pablo II,CESFAM,Público
3452,113,Centro de Salud Familiar Poetisa Gabriela Mistral,CESFAM,Público
3453,115,Centro de Salud Familiar San Alberto Hurtado,CESFAM,Público
3454,92,Centro de Salud Familiar Trinidad,CESFAM,Público
3455,92,Centro de Salud Familiar La Florida,CESFAM,Público
3456,115,Centro de Salud Familiar Laurita Vicuña,CESFAM,Público
3457,116,Centro de Salud Rural El Principal,Otro,Público
3458,92,Centro de Salud Familiar José Alvo,CESFAM,Público
3459,116,Posta de Salud Rural Puntilla,Posta,Público
3460,116,Posta de Salud Rural Santa Rita,Posta,Público
3461,116,Posta de Salud Rural Lo Arcaya,Posta,Público
3462,116,Posta de Salud Rural San Vicente,Posta,Público
3463,117,Posta de Salud Rural Las Vertientes,Posta,Público
3464,117,Posta de Salud Rural El Volcán,Posta,Público
3465,92,Posta de Salud Rural Las Perdices,Posta,Público
3466,117,Posta de Salud Rural San Gabriel,Posta,Público
3467,113,COSAM La Bandera,Otro,Público
3468,113,COSAM La Rinconada,Otro,Público
3469,93,COSAM La Granja,Otro,Público
3470,94,COSAM La Pintana,Otro,Público
3471,92,COSAM La Florida,Otro,Público
3472,115,COSAM Puente Alto,Otro,Público
3473,116,COSAM Pirque,Otro,Público
3474,115,COSAM CEIF Centro,Otro,Público
3475,93,Centro Comunitario de Salud Familiar Millalemu,Centro Comunitario,Público
3476,113,Centro Comunitario de Salud Familiar Modelo,Centro Comunitario,Público
3477,93,Centro Comunitario de Salud Familiar San Gregorio,Centro Comunitario,Público
3478,115,SAPU Dr. Alejandro del Río,SAPU,Público
3479,92,SAPU Los Castaños,SAPU,Público
3480,92,SAPU Villa O'Higgins,SAPU,Público
3481,92,SAPU Los Quillayes,SAPU,Público
3482,93,SAPU La Granja,SAPU,Público
3483,113,SAPU La Bandera,SAPU,Público
3484,94,SAPU San Rafael,SAPU,Público
3485,94,SAPU Pablo de Rokha,SAPU,Público
3486,94,SAPU Santiago de Nueva Extremadura,SAPU,Público
3487,115,SAPU San Gerónimo,SAPU,Público
3488,113,SAPU San Ramón,SAPU,Público
3489,92,SAPU Dr. Fernando Maffioletti,SAPU,Público
3490,94,SAPU Santo Tomás,SAPU,Público
3491,94,SAPU El Roble,SAPU,Público
3492,115,SAPU Bernardo Leighton,SAPU,Público
3493,115,SAPU Cardenal Silva Henríquez de Puente Alto,SAPU,Público
3494,115,SAR Padre Manuel Villaseca,SAR,Público
3495,92,SAPU Santa Amalia,SAPU,Público
3496,93,SAPU Granja Sur,SAPU,Público
3497,115,SAPU Karol Wojtyla,SAPU,Público
3498,113,SAPU Poetisa Gabriela Mistral,SAPU,Público
3499,92,SAPU La Florida,SAPU,Público
3500,90,Actividades Gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Norte),Otro,Público
3501,90,PRAIS (S.S Metropolitano Norte),Otro,Público
3502,120,Clínica Dental Móvil Simple. Pat. PW4082 (TilTil),Clínica,Público
3507,120,Hospital de Til Til,Hospital,Público
3508,90,Hospital Clínico Universidad de Chile,Hospital,Privado
3509,109,Clínica Dávila,Clínica,Privado
3510,89,Centro Integramédica Norte,Otro,Privado
3511,107,Centro de Salud Mutual CChC Quilicura,Mutual,Privado
3512,107,Centro Vida Integra Quilicura,Otro,Privado
3513,118,Centro Asistencial AChS Colina,Otro,Privado
3514,86,Policlínico del Trabajador AChS Parque Las Américas,Policlínico,Privado
3515,107,Centro Asistencial AChS Quilicura,Otro,Privado
3516,107,Centro Asistencial AChS Vespucio Oeste,Otro,Privado
3517,90,Clínica Astra Independencia,Clínica,Privado
3518,86,Centro Médico y Dental Megasalud Conchalí,Centro Médico,Privado
3519,90,Centro Médico Vivaceta,Centro Médico,Privado
3520,107,Instituto de Seguridad del Trabajo (IST),Otro,Privado
3521,90,Centro de Salud Familiar Agustín Cruz Melo,CESFAM,Público
3522,109,Centro de Salud Familiar Recoleta,CESFAM,Público
3523,86,Centro de Salud Familiar Lucas Sierra,CESFAM,Público
3524,109,Centro de Salud Familiar Quinta Bella,CESFAM,Público
3525,109,Centro de Salud Familiar Valdivieso,CESFAM,Público
3526,89,Centro de Salud Familiar La Pincoya,CESFAM,Público
3527,109,Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie),CESFAM,Público
3528,86,Centro de Salud Familiar Alberto Bachelet Martínez,CESFAM,Público
3529,86,Centro de Salud Familiar José Symon Ojeda,CESFAM,Público
3530,118,Centro de Salud Familiar Colina,CESFAM,Público
3531,119,Centro de Salud Familiar José Bauza Frau,CESFAM,Público
3532,119,Centro de Salud Familiar Batuco,CESFAM,Público
3533,107,Centro de Salud Familiar Irene Frei de Cid,CESFAM,Público
3534,86,Centro de Salud Familiar Juanita Aguirre,CESFAM,Público
3535,107,Centro de Salud Familiar Manuel Bustos Huerta,CESFAM,Público
3536,118,Centro de Salud Familiar Esmeralda,CESFAM,Público
3537,89,Centro de Salud Familiar El Barrero,CESFAM,Público
3538,120,Centro de Salud Familiar Huertos Familiares,CESFAM,Público
3539,90,Centro de Salud Familiar Juan Antonio Ríos,CESFAM,Público
3540,89,Centro de Salud Familiar Dr. Salvador Allende Gossens,CESFAM,Público
3541,107,Centro de Salud Familiar Presidente Salvador Allende Gossens,CESFAM,Público
3542,109,Centro de Salud Familiar Cristo Vive (ONG),CESFAM,Público
3543,119,Posta de Salud Rural Juan Pablo II de Lampa,Posta,Público
3544,120,Posta de Salud Rural La Capilla de Caleu,Posta,Público
3545,120,Posta de Salud Rural Montenegro,Posta,Público
3546,120,Posta de Salud Rural Rungue,Posta,Público
3547,120,Posta de Salud Rural Polpaico,Posta,Público
3548,118,Posta de Salud Rural Colorado,Posta,Público
3549,118,Posta de Salud Rural Los Ingleses,Posta,Público
3550,118,Posta de Salud Rural Las Canteras,Posta,Público
3551,118,Posta de Salud Rural Santa Marta de Liray,Posta,Público
3552,118,Posta de Salud Rural Chacabuco (Colina),Posta,Público
3553,90,COSAM Independencia,Otro,Público
3554,86,COSAM Conchalí,Otro,Público
3555,89,COSAM Huechuraba,Otro,Público
3556,109,COSAM Recoleta,Otro,Público
3557,107,COSAM Quilicura,Otro,Público
3558,118,COSAM Colina,Otro,Público
3559,119,COSAM Lampa,Otro,Público
3560,120,COSAM Til,Otro,Público
3561,86,Centro Comunitario de Salud Familiar Dr. José Symón Ojeda,Centro Comunitario,Público
3562,119,Centro Comunitario de Salud Familiar Sol de Septiembre,Centro Comunitario,Público
3563,119,Centro Comunitario de Salud Familiar Batuco,Centro Comunitario,Público
3564,107,Centro Comunitario de Salud Familiar La Foresta,Centro Comunitario,Público
3565,107,Centro Comunitario de Salud Familiar Pucara de Lasana,Centro Comunitario,Público
3566,118,Centro Comunitario de Salud Familiar Esmeralda,Centro Comunitario,Público
3567,89,Centro Comunitario de Salud Familiar Los Libertadores,Centro Comunitario,Público
3568,109,SAR Recoleta,SAR,Público
3569,86,SAPU Lucas Sierra,SAPU,Público
3570,109,SAPU Valdivieso,SAPU,Público
3571,89,SAR La Pincoya,SAR,Público
3572,86,SAPU Alberto Bachelet Martínez,SAPU,Público
3573,86,SAR Conchalí,SAR,Público
3574,118,SAPU Colina,SAPU,Público
3575,119,SAPU José Bauzá Frau,SAPU,Público
3576,107,SAPU Nº 2 Irene Frei de Cid,SAPU,Público
3577,107,SAPU Nº 1 Rodrigo Rojas Denegri,SAPU,Público
3578,90,SAPU Juan Antonio Ríos,SAPU,Público
3579,107,SAPU Presidente Salvador Allende Gossens,SAPU,Público
3580,109,SAPU Cristo Vive,SAPU,Público
3581,83,Actividades Gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Occidente),Otro,Público
3582,83,PRAIS (S.S Metropolitano Occidente),Otro,Público
3583,127,Clínica Dental Móvil Simple. Pat. PW4083 (Curacaví),Clínica,Público
3585,83,Instituto Traumatológico Dr. Teodoro Gebauer,Otro,Público
3587,130,Hospital Adalberto Steeger (Talagante),Hospital,Público
3588,134,Hospital de Peñaflor,Hospital,Público
3589,125,Hospital San José (Melipilla),Hospital,Público
3590,127,Hospital de Curacaví,Hospital,Público
3591,83,Clínica Psiquiátrica Santa Cecilia,Clínica,Privado
3592,130,Centro de Salud Mutual CChC Talagante,Mutual,Privado
3593,125,Clínica del Trabajador AChS,Clínica,Privado
3594,125,Clínica Los Maitenes,Clínica,Privado
3595,125,Centro de Salud Mutual CChC Melipilla,Mutual,Privado
3596,106,Clínica Fundación Gantz,Clínica,Privado
3597,106,Centro de Salud Mutual CChC Pudahuel,Mutual,Privado
3598,134,Fundación Vida Nueva (Clínica Psiquiátrica),Clínica,Privado
3599,134,Centro Asistencial AChS Peñaflor,Otro,Privado
3600,130,Centro Asistencial AChS Talagante,Otro,Privado
3601,108,Servicio Médico Dental (S) Armada de Chile,Otro,Privado
3602,108,Centro de Oncología Preventiva de la Universidad de Chile,Otro,Privado
3603,106,Centro de Referencia de Salud Salvador Allende,Otro,Público
3604,134,Centro de Salud Familiar Peñaflor,CESFAM,Público
3605,108,Centro de Salud Familiar Andes,CESFAM,Público
3606,99,Centro de Salud Familiar Santa Anita,CESFAM,Público
3607,99,Centro de Salud Familiar Pablo Neruda,CESFAM,Público
3608,108,Centro de Salud Familiar Lo Franco,CESFAM,Público
3609,108,Centro de Salud Familiar Garín,CESFAM,Público
3610,85,Centro de Salud Familiar Dr. Adalberto Steeger,CESFAM,Público
3611,85,Centro de Salud Familiar Lo Amor,CESFAM,Público
3612,85,Centro de Salud Familiar Cerro Navia,CESFAM,Público
3613,99,Centro de Salud Familiar Dr. Raúl Yazigi,CESFAM,Público
3614,99,Centro de Salud Familiar Dr. Carlos Avendaño,CESFAM,Público
3615,106,Centro de Salud Familiar Pudahuel Estrella,CESFAM,Público
3616,106,Centro de Salud Familiar Pudahuel Poniente,CESFAM,Público
3617,106,Centro de Salud Familiar Dr. Gustavo Molina,CESFAM,Público
3618,106,Centro de Salud Familiar Cardenal Raúl Silva Henríquez,CESFAM,Público
3619,106,Centro de Salud Familiar Violeta Parra,CESFAM,Público
3620,85,Centro de Salud Familiar Dr. Arturo Albertz,CESFAM,Público
3621,110,Centro de Salud Familiar Renca,CESFAM,Público
3622,110,Centro de Salud Familiar Bicentenario,CESFAM,Público
3623,110,Centro de Salud Familiar Dr. Hernán Urzúa Merino,CESFAM,Público
3624,95,Vacunatorio Darvax,Vacunatorio,Privado
3625,102,Centro Médico y dental Vida Integra Ñuñoa,Centro Médico,Privado
3626,87,SAPU Santa Laura,SAPU,Público
3627,111,SAPU San Joaquín,SAPU,Público
3628,105,Diagnóstika,Otro,Privado
3629,83,Laboratorio SANALAB S. A.,Laboratorio,Privado
3630,89,SAPU Libertadores,SAPU,Público
3631,105,Centro Comunitario de Salud Familiar Elena Caffarena,Centro Comunitario,Público
3632,118,Servicios de Salud Integrados S.A. (Chicureo),Otro,Privado
3633,115,Centro Especialidades Primarias San Lazaro,Otro,Público
3634,132,Centro Comunitario de Salud Familiar San Vicente de Naltagua,Centro Comunitario,Público
3635,102,Centro Comunitario de Salud Familiar Amapolas,Centro Comunitario,Público
3636,121,Centro Comunitario de Salud Familiar Dr. Raúl Brañes,Centro Comunitario,Público
3637,88,SAPU Padre Vicente Irarrázabal,SAPU,Público
3638,85,SAPU Luis Chavarría,SAPU,Público
3639,130,SAPU Dr. Alberto Allende Jones,SAPU,Público
3640,85,SAPU Dr. Arturo Albertz,SAPU,Público
3641,99,SAPU Dr. Avendaño,SAPU,Público
3642,134,SAPU Dr. Fernando Monckeberg,SAPU,Público
3643,125,SAPU Dr. Francisco Boris Soler,SAPU,Público
3644,106,SAPU Dr. Gustavo Molina,SAPU,Público
3645,99,SAR Dr. Raúl Yazigi,SAR,Público
3646,108,SAPU Garín,SAPU,Público
3647,132,SAPU Isla de Maipo,SAPU,Público
3648,108,SAPU Lo Franco,SAPU,Público
3649,99,SAPU Pablo Neruda,SAPU,Público
3650,134,SAPU Peñaflor,SAPU,Público
3651,106,SAPU Violeta Parra,SAPU,Público
3652,128,SAPU María Pinto,SAPU,Público
3653,110,SAPU Bicentenario,SAPU,Público
3654,85,SAPU Dr. Adalberto Steeger,SAPU,Público
3655,125,SAPU Dr. Edelberto Elgueta,SAPU,Público
3656,131,SAPU El Monte,SAPU,Público
3657,110,SAPU Huamachuco,SAPU,Público
3658,106,SAR La Estrella,SAR,Público
3659,106,SAPU Pudahuel Poniente,SAPU,Público
3660,99,SAPU Santa Anita,SAPU,Público
3661,101,SAPU Dr. Iván Insunza,SAPU,Público
3662,95,SAPU La Reina,SAPU,Público
3663,105,SAPU Aguilucho,SAPU,Público
